Day,Market Participant,Equity Option Contracts,Equity Option Trade Count,Equity Option Notional,Index/Other Option Contracts,Index/Other Option Trade Count,Index/Other Option Notional,Total Option Contracts,Total Trade Count,Total Option Notional
2023-06-29,Cboe BZX Options Exchange (Z),1893860,259519,383452890.000000,945,267,1975225.000000,1894805,259786,385428115.000000
2023-06-28,NYSE American Options (A),2051916,215323,399121916.000000,0,0,0.000000,2051916,215323,399121916.000000
2023-06-28,BOX Options (B),2471487,266241,1192569631.000000,0,0,0.000000,2471487,266241,1192569631.000000
2023-06-28,Cboe Options Exchange (C),3816330,536131,1335524698.000000,3305686,573205,6452807720.000000,7122016,1109336,7788332418.000000
2023-06-28,MIAX Emerald (D),1063584,179495,243054875.000000,0,0,0.000000,1063584,179495,243054875.000000
2023-06-28,Cboe EDGX Options Exchange (E),2085749,307875,349088539.000000,0,0,0.000000,2085749,307875,349088539.000000
2023-06-28,Nasdaq GEMX (H),1067195,147482,195181829.000000,782,290,9916817.000000,1067977,147772,205098646.000000
2023-06-28,Nasdaq ISE (I),1808775,243441,624022609.500000,19377,7892,186888125.000000,1828152,251333,810910734.500000
2023-06-28,Nasdaq MRX (J),695796,104967,139438957.000000,0,0,0.000000,695796,104967,139438957.000000
2023-06-28,MIAX Options Exchange (M),2259831,355165,474359130.000000,0,0,0.000000,2259831,355165,474359130.000000
2023-06-28,NYSE Arca Options (N),4529981,602442,1364675883.000000,0,0,0.000000,4529981,602442,1364675883.000000
2023-06-28,MIAX Pearl (P),2492929,270629,438142388.000000,0,0,0.000000,2492929,270629,438142388.000000
2023-06-28,NASDAQ Options Market (Q),2266933,343720,764554526.000000,0,0,0.000000,2266933,343720,764554526.000000
2023-06-28,Nasdaq BX Options (T),1099632,181260,215363519.000000,0,0,0.000000,1099632,181260,215363519.000000
2023-06-28,Cboe C2 Options Exchange (W),1546691,181920,321517689.000000,9576,2677,11341512.000000,1556267,184597,332859201.000000
2023-06-28,Nasdaq PHLX (X),4227094,258142,2358434124.000000,24180,8528,137795332.000000,4251274,266670,2496229456.000000
2023-06-28,Cboe BZX Options Exchange (Z),2060478,282910,483687949.000000,482,108,1285075.000000,2060960,283018,484973024.000000
2023-06-27,NYSE American Options (A),2292427,211297,542855028.000000,0,0,0.000000,2292427,211297,542855028.000000
2023-06-27,BOX Options (B),1894129,260713,557877502.000000,0,0,0.000000,1894129,260713,557877502.000000
2023-06-27,Cboe Options Exchange (C),3875094,518704,944486963.000000,3297957,590240,7487085921.000000,7173051,1108944,8431572884.000000
2023-06-27,MIAX Emerald (D),996523,180432,231862448.000000,0,0,0.000000,996523,180432,231862448.000000
2023-06-27,Cboe EDGX Options Exchange (E),1972280,301852,379038174.000000,0,0,0.000000,1972280,301852,379038174.000000
2023-06-27,Nasdaq GEMX (H),951797,135570,197080261.000000,499,242,7567425.000000,952296,135812,204647686.000000
2023-06-27,Nasdaq ISE (I),1908665,240870,651091998.500000,20297,7857,114741435.000000,1928962,248727,765833433.500000
2023-06-27,Nasdaq MRX (J),668324,102016,156754239.000000,0,0,0.000000,668324,102016,156754239.000000
2023-06-27,MIAX Options Exchange (M),2048156,340145,469687920.000000,0,0,0.000000,2048156,340145,469687920.000000
2023-06-27,NYSE Arca Options (N),4299738,558440,1103794052.000000,0,0,0.000000,4299738,558440,1103794052.000000
2023-06-27,MIAX Pearl (P),2324616,249286,419845589.000000,0,0,0.000000,2324616,249286,419845589.000000
2023-06-27,NASDAQ Options Market (Q),2153726,317520,540950833.000000,0,0,0.000000,2153726,317520,540950833.000000
2023-06-27,Nasdaq BX Options (T),962533,153665,155734964.000000,0,0,0.000000,962533,153665,155734964.000000
2023-06-27,Cboe C2 Options Exchange (W),1462290,181143,273165949.000000,8385,2906,11893287.000000,1470675,184049,285059236.000000
2023-06-27,Nasdaq PHLX (X),3799441,248468,1102479608.000000,19654,8293,113983733.000000,3819095,256761,1216463341.000000
2023-06-27,Cboe BZX Options Exchange (Z),1986782,270128,442912737.000000,1194,226,3129440.000000,1987976,270354,446042177.000000
2023-06-26,NYSE American Options (A),2044864,215532,486724616.000000,0,0,0.000000,2044864,215532,486724616.000000
2023-06-26,BOX Options (B),1974318,250738,708610318.000000,0,0,0.000000,1974318,250738,708610318.000000
2023-06-26,Cboe Options Exchange (C),3676937,533540,949359984.000000,3131038,582824,5342270777.000000,6807975,1116364,6291630761.000000
2023-06-26,MIAX Emerald (D),1018300,184659,272888664.000000,0,0,0.000000,1018300,184659,272888664.000000
2023-06-26,Cboe EDGX Options Exchange (E),1991338,304161,364879731.000000,0,0,0.000000,1991338,304161,364879731.000000
2023-06-26,Nasdaq GEMX (H),907580,132655,179082512.000000,1098,163,9418020.000000,908678,132818,188500532.000000
2023-06-26,Nasdaq ISE (I),1792422,234299,583013581.000000,19376,8600,98204279.000000,1811798,242899,681217860.000000
2023-06-26,Nasdaq MRX (J),640928,97573,141263353.000000,0,0,0.000000,640928,97573,141263353.000000
2023-06-26,MIAX Options Exchange (M),2121410,359615,540889810.000000,5,1,840.000000,2121415,359616,540890650.000000
2023-06-26,NYSE Arca Options (N),4065750,579447,1023577771.000000,0,0,0.000000,4065750,579447,1023577771.000000
2023-06-26,MIAX Pearl (P),2383757,258538,445505666.000000,0,0,0.000000,2383757,258538,445505666.000000
2023-06-26,NASDAQ Options Market (Q),2165110,314776,534868917.000000,0,0,0.000000,2165110,314776,534868917.000000
2023-06-26,Nasdaq BX Options (T),965983,142925,162416291.000000,0,0,0.000000,965983,142925,162416291.000000
2023-06-26,Cboe C2 Options Exchange (W),1569454,196360,305121717.000000,14965,3552,22981867.000000,1584419,199912,328103584.000000
2023-06-26,Nasdaq PHLX (X),3208928,242883,1061761934.000000,20292,9781,97166299.000000,3229220,252664,1158928233.000000
2023-06-26,Cboe BZX Options Exchange (Z),1996107,272402,487470879.000000,724,250,2660020.000000,1996831,272652,490130899.000000
2023-06-23,NYSE American Options (A),2205357,234883,524129913.000000,0,0,0.000000,2205357,234883,524129913.000000
2023-06-23,BOX Options (B),2256783,277537,656144455.000000,0,0,0.000000,2256783,277537,656144455.000000
2023-06-23,Cboe Options Exchange (C),4269758,601380,1030161587.000000,3326926,582189,5319992494.000000,7596684,1183569,6350154081.000000
2023-06-23,MIAX Emerald (D),1177579,193599,258339356.000000,0,0,0.000000,1177579,193599,258339356.000000
2023-06-23,Cboe EDGX Options Exchange (E),2271849,337387,366836081.000000,0,0,0.000000,2271849,337387,366836081.000000
2023-06-23,Nasdaq GEMX (H),1217477,160244,193446829.000000,917,340,14757749.000000,1218394,160584,208204578.000000
2023-06-23,Nasdaq ISE (I),2332038,285987,795152753.000000,17765,7576,86458899.000000,2349803,293563,881611652.000000
2023-06-23,Nasdaq MRX (J),827377,107805,144961682.000000,0,0,0.000000,827377,107805,144961682.000000
2023-06-23,MIAX Options Exchange (M),2558100,406717,516235299.000000,0,0,0.000000,2558100,406717,516235299.000000
2023-06-23,NYSE Arca Options (N),4833741,620047,1108766216.000000,0,0,0.000000,4833741,620047,1108766216.000000
2023-06-23,MIAX Pearl (P),2683648,279762,448638987.000000,0,0,0.000000,2683648,279762,448638987.000000
2023-06-23,NASDAQ Options Market (Q),2493777,373315,546921977.000000,0,0,0.000000,2493777,373315,546921977.000000
2023-06-23,Nasdaq BX Options (T),1057076,159601,143585721.000000,0,0,0.000000,1057076,159601,143585721.000000
2023-06-23,Cboe C2 Options Exchange (W),1832973,220956,307132333.000000,25029,5462,33198920.000000,1858002,226418,340331253.000000
2023-06-23,Nasdaq PHLX (X),3928017,274225,1087955378.000000,16864,8724,132869111.000000,3944881,282949,1220824489.000000
2023-06-23,Cboe BZX Options Exchange (Z),2310678,299632,470995650.000000,2807,818,9090726.000000,2313485,300450,480086376.000000
2023-06-22,NYSE American Options (A),2065733,211771,942305993.000000,0,0,0.000000,2065733,211771,942305993.000000
2023-06-22,BOX Options (B),2187871,257696,687907929.000000,0,0,0.000000,2187871,257696,687907929.000000
2023-06-22,Cboe Options Exchange (C),3909582,554804,1023513106.000000,3402022,538340,5859849761.000000,7311604,1093144,6883362867.000000
2023-06-22,MIAX Emerald (D),1035212,180033,249316462.000000,0,0,0.000000,1035212,180033,249316462.000000
2023-06-22,Cboe EDGX Options Exchange (E),2025159,303136,368956267.000000,0,0,0.000000,2025159,303136,368956267.000000
2023-06-22,Nasdaq GEMX (H),1050356,150007,210040137.000000,466,97,7026870.000000,1050822,150104,217067007.000000
2023-06-22,Nasdaq ISE (I),2001813,244930,676181524.000000,15891,6637,103220305.000000,2017704,251567,779401829.000000
2023-06-22,Nasdaq MRX (J),709336,97665,141578196.000000,0,0,0.000000,709336,97665,141578196.000000
2023-06-22,MIAX Options Exchange (M),2573771,356420,532666304.000000,9,9,90720.000000,2573780,356429,532757024.000000
2023-06-22,NYSE Arca Options (N),4359420,577620,1117065743.000000,0,0,0.000000,4359420,577620,1117065743.000000
2023-06-22,MIAX Pearl (P),2426001,259459,458030833.000000,0,0,0.000000,2426001,259459,458030833.000000
2023-06-22,NASDAQ Options Market (Q),2259366,341292,558225227.000000,0,0,0.000000,2259366,341292,558225227.000000
2023-06-22,Nasdaq BX Options (T),1033639,151418,162443925.000000,0,0,0.000000,1033639,151418,162443925.000000
2023-06-22,Cboe C2 Options Exchange (W),1569964,191298,321462842.000000,10332,3068,17732582.000000,1580296,194366,339195424.000000
2023-06-22,Nasdaq PHLX (X),3981391,253558,1161103802.000000,15684,7408,87551440.000000,3997075,260966,1248655242.000000
2023-06-22,Cboe BZX Options Exchange (Z),1978020,269246,451311292.000000,1868,502,8257030.000000,1979888,269748,459568322.000000
2023-06-21,NYSE American Options (A),2448104,234977,573939476.000000,0,0,0.000000,2448104,234977,573939476.000000
2023-06-21,BOX Options (B),2609499,280249,1452427696.000000,0,0,0.000000,2609499,280249,1452427696.000000
2023-06-21,Cboe Options Exchange (C),3993990,573070,1182571225.000000,3768027,578803,6012747376.000000,7762017,1151873,7195318601.000000
2023-06-21,MIAX Emerald (D),1144231,198433,326340516.000000,0,0,0.000000,1144231,198433,326340516.000000
2023-06-21,Cboe EDGX Options Exchange (E),2093059,321944,488495113.000000,0,0,0.000000,2093059,321944,488495113.000000
2023-06-21,Nasdaq GEMX (H),1081214,158957,245068626.000000,563,227,9039160.000000,1081777,159184,254107786.000000
2023-06-21,Nasdaq ISE (I),2124400,269372,818344740.000000,17819,7311,218338946.000000,2142219,276683,1036683686.000000
2023-06-21,Nasdaq MRX (J),734322,106014,158724532.000000,0,0,0.000000,734322,106014,158724532.000000
2023-06-21,MIAX Options Exchange (M),2475075,394906,665463983.000000,5,3,1100.000000,2475080,394909,665465083.000000
2023-06-21,NYSE Arca Options (N),4593236,644985,1485625683.000000,0,0,0.000000,4593236,644985,1485625683.000000
2023-06-21,MIAX Pearl (P),2640638,291249,554839273.000000,0,0,0.000000,2640638,291249,554839273.000000
2023-06-21,NASDAQ Options Market (Q),2445093,379119,705557152.000000,0,0,0.000000,2445093,379119,705557152.000000
2023-06-21,Nasdaq BX Options (T),1100040,167682,180909447.000000,0,0,0.000000,1100040,167682,180909447.000000
2023-06-21,Cboe C2 Options Exchange (W),1611785,196142,353544510.000000,11285,3469,15017750.000000,1623070,199611,368562260.000000
2023-06-21,Nasdaq PHLX (X),4408508,268157,2688674753.000000,16893,7759,138330243.000000,4425401,275916,2827004996.000000
2023-06-21,Cboe BZX Options Exchange (Z),2081356,301330,511805286.000000,2731,857,10094291.000000,2084087,302187,521899577.000000
2023-06-20,NYSE American Options (A),2061951,239360,537007074.000000,0,0,0.000000,2061951,239360,537007074.000000
2023-06-20,BOX Options (B),2495981,294108,1561041146.000000,0,0,0.000000,2495981,294108,1561041146.000000
2023-06-20,Cboe Options Exchange (C),4200120,601965,1333756209.000000,4358726,582700,10186642082.000000,8558846,1184665,11520398291.000000
2023-06-20,MIAX Emerald (D),1181543,204939,318147982.000000,0,0,0.000000,1181543,204939,318147982.000000
2023-06-20,Cboe EDGX Options Exchange (E),2180080,345579,442281603.000000,0,0,0.000000,2180080,345579,442281603.000000
2023-06-20,Nasdaq GEMX (H),1087628,156703,235655446.000000,945,358,17590910.000000,1088573,157061,253246356.000000
2023-06-20,Nasdaq ISE (I),2210604,276822,971752429.000000,14734,6252,211431941.000000,2225338,283074,1183184370.000000
2023-06-20,Nasdaq MRX (J),706676,106313,163990964.000000,0,0,0.000000,706676,106313,163990964.000000
2023-06-20,MIAX Options Exchange (M),2443513,388666,663562206.000000,0,0,0.000000,2443513,388666,663562206.000000
2023-06-20,NYSE Arca Options (N),4623259,639294,1375532272.000000,0,0,0.000000,4623259,639294,1375532272.000000
2023-06-20,MIAX Pearl (P),2517065,275762,527560217.000000,0,0,0.000000,2517065,275762,527560217.000000
2023-06-20,NASDAQ Options Market (Q),2292144,370589,616335540.000000,0,0,0.000000,2292144,370589,616335540.000000
2023-06-20,Nasdaq BX Options (T),1006720,160926,166563678.000000,0,0,0.000000,1006720,160926,166563678.000000
2023-06-20,Cboe C2 Options Exchange (W),1488589,203049,340402699.000000,15729,3456,21799815.000000,1504318,206505,362202514.000000
2023-06-20,Nasdaq PHLX (X),3813217,276982,1989226372.000000,15983,7121,130522793.000000,3829200,284103,2119749165.000000
2023-06-20,Cboe BZX Options Exchange (Z),1955827,288321,499593775.000000,1906,678,6273885.000000,1957733,288999,505867660.000000
2023-06-16,NYSE American Options (A),3203170,281753,1021972921.000000,0,0,0.000000,3203170,281753,1021972921.000000
2023-06-16,BOX Options (B),3104921,320234,833689191.000000,0,0,0.000000,3104921,320234,833689191.000000
2023-06-16,Cboe Options Exchange (C),4995714,700105,1427996227.000000,4228556,582667,11101457554.000000,9224270,1282772,12529453781.000000
2023-06-16,MIAX Emerald (D),1437282,233144,405277723.000000,0,0,0.000000,1437282,233144,405277723.000000
2023-06-16,Cboe EDGX Options Exchange (E),2870000,414699,600992697.000000,0,0,0.000000,2870000,414699,600992697.000000
2023-06-16,Nasdaq GEMX (H),1389293,185926,275685646.000000,6448,1123,240890187.000000,1395741,187049,516575833.000000
2023-06-16,Nasdaq ISE (I),3188548,385194,1294598445.000000,12665,4660,227467860.000000,3201213,389854,1522066305.000000
2023-06-16,Nasdaq MRX (J),898343,125658,196666768.000000,0,0,0.000000,898343,125658,196666768.000000
2023-06-16,MIAX Options Exchange (M),3075530,480092,855506077.000000,25,1,302375.000000,3075555,480093,855808452.000000
2023-06-16,NYSE Arca Options (N),5710598,757555,1542162868.000000,0,0,0.000000,5710598,757555,1542162868.000000
2023-06-16,MIAX Pearl (P),3080055,324995,586714527.000000,0,0,0.000000,3080055,324995,586714527.000000
2023-06-16,NASDAQ Options Market (Q),2867326,441680,688792967.000000,0,0,0.000000,2867326,441680,688792967.000000
2023-06-16,Nasdaq BX Options (T),1317065,184558,242931945.000000,0,0,0.000000,1317065,184558,242931945.000000
2023-06-16,Cboe C2 Options Exchange (W),1932672,226526,358592205.000000,10481,2906,12580836.000000,1943153,229432,371173041.000000
2023-06-16,Nasdaq PHLX (X),5042513,295801,1362499952.000000,12692,4881,270721982.000000,5055205,300682,1633221934.000000
2023-06-16,Cboe BZX Options Exchange (Z),2612179,353114,616017344.000000,9936,1525,39365974.000000,2622115,354639,655383318.000000
2023-06-15,NYSE American Options (A),3184159,272644,983147409.000000,0,0,0.000000,3184159,272644,983147409.000000
2023-06-15,BOX Options (B),3404267,332237,1808128436.000000,0,0,0.000000,3404267,332237,1808128436.000000
2023-06-15,Cboe Options Exchange (C),5199700,660723,1959172156.000000,4977595,679069,12828279019.000000,10177295,1339792,14787451175.000000
2023-06-15,MIAX Emerald (D),1493919,230481,457511380.000000,0,0,0.000000,1493919,230481,457511380.000000
2023-06-15,Cboe EDGX Options Exchange (E),2850955,420273,666651020.000000,0,0,0.000000,2850955,420273,666651020.000000
2023-06-15,Nasdaq GEMX (H),1369235,181238,311491393.000000,5400,1114,557779625.000000,1374635,182352,869271018.000000
2023-06-15,Nasdaq ISE (I),3190698,367011,1522733510.000000,24808,9748,676770146.000000,3215506,376759,2199503656.000000
2023-06-15,Nasdaq MRX (J),921802,126145,238148111.000000,0,0,0.000000,921802,126145,238148111.000000
2023-06-15,MIAX Options Exchange (M),3216297,480817,900766219.000000,1,1,55.000000,3216298,480818,900766274.000000
2023-06-15,NYSE Arca Options (N),6167169,776467,1836975636.000000,0,0,0.000000,6167169,776467,1836975636.000000
2023-06-15,MIAX Pearl (P),3394641,343520,676629325.000000,0,0,0.000000,3394641,343520,676629325.000000
2023-06-15,NASDAQ Options Market (Q),3039588,451622,807645892.000000,0,0,0.000000,3039588,451622,807645892.000000
2023-06-15,Nasdaq BX Options (T),1381006,188400,232369205.000000,0,0,0.000000,1381006,188400,232369205.000000
2023-06-15,Cboe C2 Options Exchange (W),2140932,247943,475126761.000000,9377,3107,13259499.000000,2150309,251050,488386260.000000
2023-06-15,Nasdaq PHLX (X),5519979,300187,3398287810.000000,24698,10349,509580463.000000,5544677,310536,3907868273.000000
2023-06-15,Cboe BZX Options Exchange (Z),2655370,351846,633178959.000000,2038,539,4055924.000000,2657408,352385,637234883.000000
2023-06-14,NYSE American Options (A),2496151,252136,880724663.000000,0,0,0.000000,2496151,252136,880724663.000000
2023-06-14,BOX Options (B),3440255,293887,2144779479.000000,0,0,0.000000,3440255,293887,2144779479.000000
2023-06-14,Cboe Options Exchange (C),5388399,634645,2727345244.000000,3628307,510770,8282969126.000000,9016706,1145415,11010314370.000000
2023-06-14,MIAX Emerald (D),1277105,210010,404146977.000000,0,0,0.000000,1277105,210010,404146977.000000
2023-06-14,Cboe EDGX Options Exchange (E),2491198,372759,583120202.000000,0,0,0.000000,2491198,372759,583120202.000000
2023-06-14,Nasdaq GEMX (H),1218997,173721,277052463.000000,810,422,29205444.000000,1219807,174143,306257907.000000
2023-06-14,Nasdaq ISE (I),2665256,322253,1282124996.000000,18648,7332,568167888.000000,2683904,329585,1850292884.000000
2023-06-14,Nasdaq MRX (J),792601,122163,216865322.000000,0,0,0.000000,792601,122163,216865322.000000
2023-06-14,MIAX Options Exchange (M),2910288,446957,834465034.000000,2,2,456.000000,2910290,446959,834465490.000000
2023-06-14,NYSE Arca Options (N),5436936,715356,1712741175.000000,1,1,520.000000,5436937,715357,1712741695.000000
2023-06-14,MIAX Pearl (P),3068420,313763,626625186.000000,0,0,0.000000,3068420,313763,626625186.000000
2023-06-14,NASDAQ Options Market (Q),2790659,403904,685859821.000000,0,0,0.000000,2790659,403904,685859821.000000
2023-06-14,Nasdaq BX Options (T),1276357,179216,208762492.000000,0,0,0.000000,1276357,179216,208762492.000000
2023-06-14,Cboe C2 Options Exchange (W),1682857,201158,340671794.000000,9910,3025,15299061.000000,1692767,204183,355970855.000000
2023-06-14,Nasdaq PHLX (X),5827609,288657,4154264718.000000,16710,7383,228234241.000000,5844319,296040,4382498959.000000
2023-06-14,Cboe BZX Options Exchange (Z),2395638,330704,589996610.000000,3228,584,7113552.000000,2398866,331288,597110162.000000
2023-06-13,NYSE American Options (A),2955532,268166,798869727.000000,0,0,0.000000,2955532,268166,798869727.000000
2023-06-13,BOX Options (B),3017897,306602,1303457857.000000,0,0,0.000000,3017897,306602,1303457857.000000
2023-06-13,Cboe Options Exchange (C),4635507,649837,1523128728.000000,4171650,610974,8883015464.000000,8807157,1260811,10406144192.000000
2023-06-13,MIAX Emerald (D),1205274,210808,372110089.000000,0,0,0.000000,1205274,210808,372110089.000000
2023-06-13,Cboe EDGX Options Exchange (E),2561672,380772,649168204.000000,0,0,0.000000,2561672,380772,649168204.000000
2023-06-13,Nasdaq GEMX (H),1234914,172894,284207898.000000,1375,571,24762518.000000,1236289,173465,308970416.000000
2023-06-13,Nasdaq ISE (I),2562312,321804,1222873104.500000,21270,8048,230567685.000000,2583582,329852,1453440789.500000
2023-06-13,Nasdaq MRX (J),802725,120371,198316756.000000,0,0,0.000000,802725,120371,198316756.000000
2023-06-13,MIAX Options Exchange (M),2903682,448845,826752559.000000,1,1,57.000000,2903683,448846,826752616.000000
2023-06-13,NYSE Arca Options (N),5447220,680467,1782360256.000000,1,1,560.000000,5447221,680468,1782360816.000000
2023-06-13,MIAX Pearl (P),2953741,314819,635082532.000000,0,0,0.000000,2953741,314819,635082532.000000
2023-06-13,NASDAQ Options Market (Q),2635712,399731,730164750.000000,0,0,0.000000,2635712,399731,730164750.000000
2023-06-13,Nasdaq BX Options (T),1221162,181067,210201305.000000,0,0,0.000000,1221162,181067,210201305.000000
2023-06-13,Cboe C2 Options Exchange (W),1676051,202019,342976149.000000,8238,2404,13648348.000000,1684289,204423,356624497.000000
2023-06-13,Nasdaq PHLX (X),5296540,283885,2009752933.000000,20120,7905,208519828.000000,5316660,291790,2218272761.000000
2023-06-13,Cboe BZX Options Exchange (Z),2486091,348263,626659873.000000,3866,640,7828449.000000,2489957,348903,634488322.000000
2023-06-12,NYSE American Options (A),2527769,222200,740309330.000000,0,0,0.000000,2527769,222200,740309330.000000
2023-06-12,BOX Options (B),2834831,285020,1387173924.000000,0,0,0.000000,2834831,285020,1387173924.000000
2023-06-12,Cboe Options Exchange (C),4274501,566254,1237185901.000000,3818100,552528,9330699097.000000,8092601,1118782,10567884998.000000
2023-06-12,MIAX Emerald (D),1128241,189968,319083353.000000,0,0,0.000000,1128241,189968,319083353.000000
2023-06-12,Cboe EDGX Options Exchange (E),2149387,333672,473068626.000000,0,0,0.000000,2149387,333672,473068626.000000
2023-06-12,Nasdaq GEMX (H),991560,138313,239243708.000000,291,144,3437716.000000,991851,138457,242681424.000000
2023-06-12,Nasdaq ISE (I),2309101,282060,876841443.000000,21840,8048,242831229.000000,2330941,290108,1119672672.000000
2023-06-12,Nasdaq MRX (J),672892,100741,154547063.000000,0,0,0.000000,672892,100741,154547063.000000
2023-06-12,MIAX Options Exchange (M),2574888,393818,646902501.000000,0,0,0.000000,2574888,393818,646902501.000000
2023-06-12,NYSE Arca Options (N),4317220,590939,1183394614.000000,1,1,570.000000,4317221,590940,1183395184.000000
2023-06-12,MIAX Pearl (P),2527876,266577,521338133.000000,0,0,0.000000,2527876,266577,521338133.000000
2023-06-12,NASDAQ Options Market (Q),2310783,353511,614347909.000000,0,0,0.000000,2310783,353511,614347909.000000
2023-06-12,Nasdaq BX Options (T),985221,150322,168157309.000000,0,0,0.000000,985221,150322,168157309.000000
2023-06-12,Cboe C2 Options Exchange (W),1562777,184301,290741217.000000,9942,2706,12098939.000000,1572719,187007,302840156.000000
2023-06-12,Nasdaq PHLX (X),5944795,259804,2391771367.000000,18368,7328,169264585.000000,5963163,267132,2561035952.000000
2023-06-12,Cboe BZX Options Exchange (Z),2123227,300851,508205825.000000,2133,385,3605053.000000,2125360,301236,511810878.000000
2023-06-09,NYSE American Options (A),2525257,277664,646133006.000000,0,0,0.000000,2525257,277664,646133006.000000
2023-06-09,BOX Options (B),3180793,313436,1324460914.000000,0,0,0.000000,3180793,313436,1324460914.000000
2023-06-09,Cboe Options Exchange (C),4887740,663637,1511735799.000000,4136702,633645,8111385607.000000,9024442,1297282,9623121406.000000
2023-06-09,MIAX Emerald (D),1461694,235089,403195050.000000,0,0,0.000000,1461694,235089,403195050.000000
2023-06-09,Cboe EDGX Options Exchange (E),2786550,419959,610981791.000000,0,0,0.000000,2786550,419959,610981791.000000
2023-06-09,Nasdaq GEMX (H),1353320,181923,278899916.000000,810,251,6558921.000000,1354130,182174,285458837.000000
2023-06-09,Nasdaq ISE (I),2899762,350690,1076616840.000000,26815,9511,166669508.000000,2926577,360201,1243286348.000000
2023-06-09,Nasdaq MRX (J),829290,120731,185938744.000000,0,0,0.000000,829290,120731,185938744.000000
2023-06-09,MIAX Options Exchange (M),3290412,486051,837503107.000000,0,0,0.000000,3290412,486051,837503107.000000
2023-06-09,NYSE Arca Options (N),5584423,714352,1485124727.000000,0,0,0.000000,5584423,714352,1485124727.000000
2023-06-09,MIAX Pearl (P),3301498,348529,600590062.000000,0,0,0.000000,3301498,348529,600590062.000000
